Number,Symbol,Name,Industry,Market Cap 
1662,DIT,AMCON Distributing Company,Distributors,93817212
1663,DJCO,Daily Journal,Media,419858155
1664,DK,Delek US Holdings,"Oil, Gas & Consumable Fuels",1646424950
1665,DKDCA,Data Knights Acquisition,Blank Check / SPAC,152295854
1666,DKL,Delek Logistics Partners LP,"Oil, Gas & Consumable Fuels",1929673206
1667,DKNG,DraftKings,"Hotels, Restaurants & Leisure",7785296373
1668,DKS,Dick's Sporting Goods,Specialty Retail,8090370996
1669,DLA,Delta Apparel,"Textiles, Apparel & Luxury Goods",208049167
1670,DLB,Dolby Laboratories,"Electronic Equipment, Instruments & C...",8052785145
1671,DLCA,Deep Lake Capital Acquisition,Blank Check / SPAC,254092490
1672,DLHC,DLH Holdings,Professional Services,245015981
1673,DLNG,Dynagas LNG Partners,"Oil, Gas & Consumable Fuels",139848348
1674,DLO,DLocal,Software-Infrastructure,9591359467
1675,DLPN,Dolphin Entertainment,Entertainment,49451919
1676,DLR,Digital Realty Trust,Equity Real Estate Investment Trusts ...,42369503127
1677,DLTH,Duluth Holdings,Internet & Direct Marketing Retail,402579450
1678,DLTR,Dollar Tree,Multiline Retail,35889287140
1679,DLX,Deluxe,Commercial Services & Supplies,1301521535
1680,DM,Desktop Metal,Computer Hardware,1481212027
1681,DMAC,DiaMedica Therapeutics,Biotechnology,67165471
1682,DMAQ,Deep Medicine Acquisition,Blank Check / SPAC,163017344
1683,DMLP,Dorchester Minerals,"Oil, Gas & Consumable Fuels",983795706
1684,DMRC,Digimarc,Software,467103079
1685,DMS,Digital Media Solutions,Advertising Agencies,129563700
1686,DMTK,DermTech,Biotechnology,471044030
1687,DMYS,"dMY Technology Group, Inc. VI",Blank Check / SPAC,315895711
1688,DNA,Ginkgo Bioworks Holdings,Biotechnology,7390319613
1689,DNAA,Social Capital Suvretta Holdings I,Blank Check / SPAC,316986590
1690,DNAB,Social Capital Suvretta Holdings II,Blank Check / SPAC,310608600
1691,DNAC,Social Capital Suvretta Holdings III,Blank Check / SPAC,315487779
1692,DNAD,Social Capital Suvretta Holdings IV,Blank Check / SPAC,310289670
1693,DNAY,Codex DNA,Medical Devices,166574508
1694,DNB,Dun & Bradstreet Holdings,Professional Services,7510911998
1695,DNLI,Denali Therapeutics,Biotechnology,4300383224
1696,DNMR,Danimer Scientific,Specialty Chemicals,587372476
1697,DNN,Denison Mines,"Oil, Gas & Consumable Fuels",1368540671
1698,DNOW,NOW Inc.,Trading Companies & Distributors,1253739128
1699,DNUT,Krispy Kreme,Grocery Stores,2358239226
1700,DNZ,D & Z Media Acquisition,Blank Check / SPAC,351468730
1701,DOC,Physicians Realty Trust,Equity Real Estate Investment Trusts ...,4236226549
1702,DOCN,DigitalOcean Holdings,Software-Infrastructure,6410506231
1703,DOCS,Doximity,Health Information Services,10099412953
1704,DOCU,DocuSign,Software,21603137514
1705,DOGZ,Dogness (International),"Textiles, Apparel & Luxury Goods",220954973
1706,DOLE,Dole plc,Farm Products,1206844280
1707,DOMA,Doma Holdings,Shell Companies,693150335
1708,DOMO,"Domo, Inc.",Software,1731184738
1709,DOOO,BRP Inc.,Leisure Products,6733370296
1710,DOOR,Masonite International,Building Products,1925654344
1711,DORM,Dorman Products,Auto Components,3066547678
1712,DOUG,Douglas Elliman,Real Estate Services,598519166
1713,DOV,Dover,Machinery,22848006141
1714,DOW,Dow Inc.,Chemicals,47577595865
1715,DOX,Amdocs,IT Services,10295124923
1716,DOYU,DouYu International Holdings,Entertainment,687749119
1717,DPCS,DP Cap Acquisition I,Blank Check / SPAC,286062490
1718,DPRO,Draganfly,Aerospace & Defense,78141510
1719,DPZ,Domino's Pizza,"Hotels, Restaurants & Leisure",14311705299
1720,DQ,Daqo New Energy,Semiconductors & Semiconductor Equipment,3217952751
1721,DRAY,Macondray Capital Acquisition I,Blank Check / SPAC,356140605
1722,DRCT,Direct Digital Holdings,Advertising Agencies,11871995
1723,DRD,DRDGOLD,Metals & Mining,848957820
1724,DRE,Duke Realty,Equity Real Estate Investment Trusts ...,22893758415
1725,DRH,DiamondRock Hospitality Company,Equity Real Estate Investment Trusts ...,2175088636
1726,DRI,Darden Restaurants,"Hotels, Restaurants & Leisure",16613061590
1727,DRIO,DarioHealth,Health Care Equipment & Supplies,131544450
1728,DRMA,Dermata Therapeutics,Biotechnology,10660645
1729,DRQ,Dril-Quip,Energy Equipment & Services,1307502187
1730,DRRX,DURECT,Pharmaceuticals,137709327
1731,DRTS,Alpha Tau Medical,Biotechnology,701218811
1732,DRTT,DIRTT Environmental Solutions,Building Products,116450407
1733,DRUG,Bright Minds Biosciences,Biotechnology,17988288
1734,DRVN,Driven Brands Holdings,Auto & Truck Dealerships,4387008487
1735,DS,Drive Shack,"Hotels, Restaurants & Leisure",139061038
1736,DSAC,Duddell Street Acquisition,Blank Check / SPAC,217000000
1737,DSAQ,Direct Selling Acquisition,Blank Check / SPAC,287500000
1738,DSEY,Diversey Holdings,Personal Services,2638914813
1739,DSGN,Design Therapeutics,Biotechnology,954144374
1740,DSGX,The Descartes Systems Group,Software,6174831062
1741,DSKE,Daseke,Road & Rail,595807673
1742,DSP,Viant Technology,Software-Application,400220604
1743,DSS,"DSS, Inc.",Commercial Services & Supplies,48565024
1744,DSWL,Deswell Industries,"Electronic Equipment, Instruments & C...",61031816
1745,DSX,Diana Shipping,Marine,443670779
1746,DT,Dynatrace,Software,13672897532
1747,DTC,Solo Brands,Internet Retail,520494296
1748,DTE,DTE Energy Company,Multi-Utilities,26143545210
1749,DTEA,DAVIDsTEA,Specialty Retail,76444000
1750,DTIL,Precision BioSciences,Biotechnology,201426383
1751,DTM,DT Midstream,Oil & Gas Midstream,5304892395
1752,DTOC,Digital Transformation Opportunities,Blank Check / SPAC,407286875
1753,DTRT,DTRT Health Acquisition,Blank Check / SPAC,288075000
1754,DTSS,Datasea,Software,68125918
1755,DTST,Data Storage,Information Technology Services,22019111
1756,DUET,DUET Acquisition,Blank Check / SPAC,132662482
1757,DUK,Duke Energy,Electric Utilities,86860005292
1758,DUNE,Dune Acquisition,Blank Check / SPAC,214331240
1759,DUO,Fangdd Network Group,Interactive Media & Services,29671071
1760,DUOL,Duolingo,Software-Application,3694510040
1761,DUOT,Duos Technologies Group,Software,32638862
1762,DV,DoubleVerify Holdings,Software-Application,4211060202
1763,DVA,DaVita,Health Care Providers & Services,10941495184
1764,DVAX,Dynavax Technologies,Biotechnology,1406621686
1765,DVN,Devon Energy,"Oil, Gas & Consumable Fuels",40084467706
1766,DWAC,Digital World Acquisition,Blank Check / SPAC,2353829838
1767,DWIN,Delwinds Insurance Acquisition,Blank Check / SPAC,256340681
1768,DWSN,Dawson Geophysical Company,Energy Equipment & Services,55917818
1769,DX,Dynex Capital,Mortgage Real Estate Investment Trust...,595819250
1770,DXC,DXC Technology Company,IT Services,7679464932
1771,DXCM,DexCom,Health Care Equipment & Supplies,51769339704
1772,DXF,Dunxin Financial Holdings,Diversified Financial Services,14174888
1773,DXLG,Destination XL Group,Specialty Retail,313146844
1774,DXPE,DXP Enterprises,Trading Companies & Distributors,516204018
1775,DXR,Daxor,Health Care Equipment & Supplies,44529963
1776,DXYN,The Dixie Group,Household Durables,48972560
1777,DY,Dycom Industries,Construction & Engineering,2853853091
1778,DYAI,Dyadic International,Biotechnology,89597517
1779,DYN,Dyne Therapeutics,Independent Power and Renewable Elect...,527214780
1780,DYNS,Dynamics Special Purpose,Blank Check / SPAC,291413785
1781,DYNT,Dynatronics,Health Care Equipment & Supplies,13100872
1782,DZSI,"DZS, Inc.",Communications Equipment,366743740
1783,E,Eni SpA,"Oil, Gas & Consumable Fuels",53310029809
1784,EA,Electronic Arts,Entertainment,35217432562
1785,EAC,Edify Acquisition,Blank Check / SPAC,337755000
1786,EAF,GrafTech International,Electrical Equipment,2561480695
1787,EAR,Eargo,Medical Devices,219872240
1788,EARN,Ellington Residential Mortgage REIT,Mortgage Real Estate Investment Trust...,127297119
1789,EAST,Eastside Distilling,Beverages,15506239
1790,EAT,Brinker International,"Hotels, Restaurants & Leisure",1648386432
1791,EB,Eventbrite,Interactive Media & Services,1456522994
1792,EBAC,European Biotech Acquisition,Blank Check / SPAC,159722364
1793,EBAY,eBay Inc.,Internet & Direct Marketing Retail,33906298878
1794,EBC,Eastern Bankshares,Banks,3976461547
1795,EBET,Esports Technologies,Gambling,97974480
1796,EBF,Ennis,Commercial Services & Supplies,486289503
1797,EBIX,"Ebix, Inc.",Software,1019858400
1798,EBMT,Eagle Bancorp Montana,Banks,148691707
1799,EBON,Ebang International Holdings,Computer Hardware,234152111
1800,EBR,Centrais Eletricas Brasileiras,Electric Utilities,13194701821
1801,EBS,Emergent BioSolutions,Biotechnology,2203376125
1802,EBTC,Enterprise Bancorp,Banks,473710370
1803,EC,Ecopetrol,"Oil, Gas & Consumable Fuels",38916861937
1804,ECC,Eagle Point Credit Company,Securities and Commodity Exchanges,504007033
1805,ECL,Ecolab,Chemicals,51639209880
1806,ECOL,US Ecology,Commercial Services & Supplies,1501379577
1807,ECOM,ChannelAdvisor,Software,496970112
1808,ECOR,electroCore,Health Care Equipment & Supplies,41723735
1809,ECPG,Encore Capital Group,Consumer Finance,1548899968
1810,ECVT,Ecovyst,Specialty Chemicals,1626684667
1811,ED,Consolidated Edison,Multi-Utilities,34031589323
1812,EDAP,EDAP TMS,Health Care Equipment & Supplies,241759225
1813,EDIT,Editas Medicine,Biotechnology,1385454078
1814,EDN,Empresa Distribuidora y Comercializadora Norte,Electric Utilities,316821722
1815,EDNC,Endurance Acquisition,Blank Check / SPAC,253380000
1816,EDR,Endeavor Group Holdings,Entertainment,7923877354
1817,EDRY,EuroDry,Marine,97588488
1818,EDSA,Edesa Biotech,Biotechnology,45459162
1819,EDTK,Skillful Craftsman Education Technology,Education & Training Services,18550498
1820,EDTX,EdtechX Holdings Acquisition II,Blank Check / SPAC,145187500
1821,EDU,New Oriental Education & Technology Group,Diversified Consumer Services,2196718591
1822,EDUC,Educational Development,Distributors,69745064
1823,EEFT,Euronet Worldwide,IT Services,6754417146
1824,EEIQ,Elite Education Group International,Diversified Consumer Services,25214340
1825,EEX,Emerald Holding,Media,250440638
1826,EFC,Ellington Financial,Mortgage Real Estate Investment Trust...,1026622064
1827,EFOI,Energy Focus,Electrical Equipment,8906215
1828,EFSC,Enterprise Financial Services,Banks,1775931503
1829,EFTR,eFFECTOR Therapeutics,Biotechnology,158111710
1830,EFX,Equifax,Professional Services,28776685340
1831,EGAN,eGain,Software,365011994
1832,EGBN,Eagle Bancorp,Banks,1830153165
1833,EGGF,EG Acquisition,Blank Check / SPAC,274218750
1834,EGHT,"8x8, Inc.",Software,1544219510
1835,EGLE,Eagle Bulk Shipping,Marine,943424290
1836,EGLX,Enthusiast Gaming Holdings,Internet Content & Information,330229117
1837,EGO,Eldorado Gold,Metals & Mining,2103279999
1838,EGP,EastGroup Properties,Equity Real Estate Investment Trusts ...,8614112202
1839,EGRX,Eagle Pharmaceuticals,Biotechnology,651367613
1840,EGY,VAALCO Energy,"Oil, Gas & Consumable Fuels",403642720
1841,EH,EHang Holdings,Aerospace & Defense,708936884
1842,EHC,Encompass Health,Health Care Providers & Services,7124747244
1843,EHTH,eHealth,Insurance,323965400
1844,EIC,Eagle Point Income Company,Securities and Commodity Exchanges,0
1845,EIG,Employers Holdings,Insurance,1174898915
1846,EIGR,Eiger BioPharmaceuticals,Biotechnology,299288736
1847,EIX,Edison International,Electric Utilities,27051747271
1848,EJFA,EJF Acquisition,Blank Check / SPAC,355063530
1849,EJH,E-Home Household Service Holdings,Personal Services,27586035
1850,EKSO,Ekso Bionics Holdings,Health Care Equipment & Supplies,35920907
1851,EL,The Estee Lauder Companies,Personal Products,98421817232
1852,ELA,Envela,Specialty Retail,124930143
1853,ELAN,Elanco Animal Health,Pharmaceuticals,12359645171
1854,ELDN,Eledon Pharmaceuticals,Biotechnology,56654928
1855,ELEV,Elevation Oncology,Biotechnology,62423871
1856,ELF,e.l.f. Beauty,Personal Products,1370774383
1857,ELLO,Ellomay Capital,Independent Power and Renewable Elect...,329070573
1858,ELMD,Electromed,Health Care Equipment & Supplies,106240070
1859,ELMS,Electric Last Mile Solutions,Auto Manufacturers,164957247
1860,ELOX,Eloxx Pharmaceuticals,Pharmaceuticals,50614079
1861,ELP,Companhia Paranaense de Energia,Electric Utilities,21919764474
1862,ELS,Equity LifeStyle Properties,Equity Real Estate Investment Trusts ...,15443952637
1863,ELSE,Electro-Sensors,"Electronic Equipment, Instruments & C...",16739908
1864,ELTK,Eltek,"Electronic Equipment, Instruments & C...",24042184
1865,ELVT,Elevate Credit,Consumer Finance,95348384
1866,ELY,Callaway Golf Company,Leisure Products,4342635501
1867,ELYM,Eliem Therapeutics,Biotechnology,222105963
1868,ELYS,Elys Game Technology,Gambling,54977279
1869,EM,Smart Share Global,Personal Services,329255520
1870,EMAN,eMagin,Semiconductors & Semiconductor Equipment,82466839
1871,EMBK,Embark Technology,Software-Application,2762705151
1872,EMCF,Emclaire Financial,Banks,103609754
1873,EME,EMCOR Group,Construction & Engineering,5996562373
1874,EMKR,EMCORE,Communications Equipment,137554351
1875,EML,The Eastern Company,Machinery,145135567
1876,EMLD,FTAC Emerald Acquisition,Blank Check / SPAC,336680062
1877,EMN,Eastman Chemical Company,Chemicals,14362450888
1878,EMR,Emerson Electric Company,Electrical Equipment,58461478818
1879,EMX,EMX Royalty,Metals & Mining,234341774
1880,ENB,Enbridge,"Oil, Gas & Consumable Fuels",94001766356
1881,ENCP,Energem,Blank Check / SPAC,148956484
1882,ENDP,Endo International,Pharmaceuticals,539863167
1883,ENER,Accretion Acquisition,Blank Check / SPAC,255270900
1884,ENFN,Enfusion,Software-Application,838154548
1885,ENG,ENGlobal,Energy Equipment & Services,46463839
1886,ENIA,Enel Americas,Electric Utilities,13325758460
1887,ENIC,Enel Chile,Electric Utilities,2199494911
1888,ENJY,Enjoy Technology,Specialty Retail,449334812
1889,ENLC,EnLink Midstream LLC,"Oil, Gas & Consumable Fuels",4699678713
1890,ENLV,Enlivex Therapeutics,Software,104758807
1891,ENOB,Enochian Biosciences,Biotechnology,434751066
1892,ENPC,Executive Network Partnering,Shell Companies,437182429
1893,ENPH,Enphase Energy,Semiconductors & Semiconductor Equipment,27576082422
1894,ENR,Energizer Holdings,Household Products,2205902817
1895,ENS,EnerSys,Electrical Equipment,3151927782
1896,ENSC,Ensysce Biosciences,Biotechnology,26438822
1897,ENSG,The Ensign Group,Health Care Providers & Services,5190791660
1898,ENSV,Enservco,Energy Equipment & Services,28466427
1899,ENTA,Enanta Pharmaceuticals,Biotechnology,1473445205
1900,ENTF,Enterprise 4.0 Technology Acquisition,Blank Check / SPAC,380089980
1901,ENTG,Entegris,Semiconductors & Semiconductor Equipment,16998159344
1902,ENTX,Entera Bio,Biotechnology,80076226
1903,ENV,Envestnet,Software,4074200029
1904,ENVA,Enova International,Consumer Finance,1302336992
1905,ENVB,Enveric Biosciences,Biotechnology,16425523
1906,ENVX,Enovix,Electrical Equipment & Parts,2306529777
1907,ENZ,Enzo Biochem,Health Care Providers & Services,142230864
1908,EOCW,Elliott Opportunity II,Blank Check / SPAC,745875644
1909,EOG,EOG Resources,"Oil, Gas & Consumable Fuels",70439862220
1910,EOLS,Evolus,Pharmaceuticals,651625661
1911,EOSE,Eos Energy Enterprises,Electrical Equipment & Parts,216371596
1912,EP,Empire Petroleum,"Oil, Gas & Consumable Fuels",366043730
1913,EPAC,Enerpac Tool Group,Machinery,1297612280
1914,EPAM,EPAM Systems,IT Services,16326404927
1915,EPAY,Bottomline Technologies,Software,2552928462
1916,EPC,Edgewell Personal Care Company,Personal Products,1988348781
1917,EPD,Enterprise Products Partners,"Oil, Gas & Consumable Fuels",56281186282
1918,EPHY,Epiphany Technology Acquisition,Blank Check / SPAC,500902490
1919,EPIX,ESSA Pharma,Biotechnology,290945118
1920,EPM,Evolution Petroleum,"Oil, Gas & Consumable Fuels",242221753
1921,EPR,EPR Properties,Equity Real Estate Investment Trusts ...,4150228480
1922,EPRT,Essential Properties Realty Trust,Equity Real Estate Investment Trusts ...,3264994790
1923,EPSN,Epsilon Energy,"Oil, Gas & Consumable Fuels",154422940
1924,EPWR,Empowerment & Inclusion Capital I,Blank Check / SPAC,338445019
1925,EPZM,Epizyme,Biotechnology,187861743
1926,EQ,Equillium,Biotechnology,110034261
1927,EQBK,Equity Bancshares,Banks,533577048
1928,EQC,Equity Commonwealth,Equity Real Estate Investment Trusts ...,3236807663
1929,EQD,Equity Distribution Acquisition,Blank Check / SPAC,512324990
1930,EQH,Equitable Holdings,Diversified Financial Services,12017864701
1931,EQHA,EQ Health Acquisition,Blank Check / SPAC,269499990
1932,EQIX,Equinix,Equity Real Estate Investment Trusts ...,69220122237
1933,EQNR,Equinor ASA,"Oil, Gas & Consumable Fuels",1.21302E+11
1934,EQOS,EQONEX,Capital Markets,92306327
1935,EQR,Equity Residential,Equity Real Estate Investment Trusts ...,35938713600
1936,EQRX,"EQRx, Inc.",Biotechnology,2150461437
1937,EQS,Equus Total Return,Capital Markets,35822967
1938,EQT,EQT Corporation,"Oil, Gas & Consumable Fuels",13548108798
1939,EQX,Equinox Gold,Metals & Mining,2576087544
1940,ERAS,Erasca,Biotechnology,1027452349
1941,ERES,East Resources Acquisition Co.,Blank Check / SPAC,426937470
